id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,noi_dung_binh_luan_processed,label
13535,274,"Giá rẻ, làm sạch cũng vừa tầm. Nhưng mình mới mua chai tẩy trang của nhà Christian Lenart thấy sạch hơn rất nhiều chai nhày. Giá nhỉnh hơn chút mà cũng nhiều ml hơn. Chai này 400ml xài cũng khá lâu. Nhưng mình vẫn recomend các bạn",22/06/2021,12:33,5,205100136,rẻ sạch tầm giáo_lenart sạch nhỉnh xài gợi_ý,1
13536,124,Dịuuuuuu,14/11/2023,18:31,5,422211447,,1
13537,744,so ok dùng được,5/9/2022,10:41,3,422216594,,0
13538,176,"Mình dùng không biết bao nhiêu chai rồi, xài rất thích không gây cay mắt hay khô da vẫn giữ cho da độ ẩm nhất định, mình thấy bên Hasaki bán em này rẻ nhất rồi",28/10/2022,15:07,5,205100136,xài không_gây khô khô rẻ,1
13540,271,mặt nạ dùng siêu thích,8/1/2021,22:07,5,365000020,,1
13541,3940,Sp này đánh lên mặt giống như 1 lớp trang điểm nhìn cũng đẹp nhưng hơi bị bí da. Ai muốn đi làm mà k cần tốn thời gian trang điểm thì dùng em này còn ai muốn có làn da thông thoáng tự nhiên thì k nên sd em này. Còn nữa khi sd em này mà đeo khẩu trang thì nó sẽ dính hết vào khẩu trang nhìn k thik chút nào. Nói chung sp ổn.,13/03/2022,10:53,4,100160021,đánh đẹp bí đi tốn thông_thoáng đeo_khẩu dính ổn,1
13542,881,Sản phẩm dùng rất tốt . Phù hợp với da mặt mình,14/04/2023,18:37,5,422204795,,1
13543,1423,công nhân xài thích tật sự. Svr ko khô rát mà rửa xong còn cảm thấy căng mịn nữa. Những bạn da dầu nên dùng thử nha,5/8/2021,14:08,5,422200632,xài thích_tật rát rửa căng thử,1
13544,388,"srm yêu thích của mình, mình thấy mùi bình thường, mình da dầu tạo bọt tốt, sạch tốt nhưng không khô da, cứu cánh mình khi mình bị mụn, rất ứng",21/11/2023,9:33,5,422211501,rửa sạch cứu_cánh mụn ứng,1
13545,842,"Đã nhận hàng và sử dụng thấy rít quá , da khô rất khó chịu, trong khi bản cũ dùng rất ok mà vẫn dòng kcn của loreal bản mới này mà chán quá",11/10/2022,9:39,1,422210400,rít khô khó_chịu cũ đồng_ý dòng chống chán,0
13546,1510,sd từ 20.11 đến giờ. da trắng tàn nhang mờ đi thấy rõ,2/1/2024,23:05,4,422211549,trắng tàn_mờ đi,1
13547,4171,"Thấm thấu nhanh, mà không dễ bị oxi hoá như vitamin C, da căng bóng và đều màu lên trông thấy",9/5/2023,19:32,5,422208238,thấm oxi hóa căng trông,1
13548,2557,"Mình da dầu dùng chai rửa mặt Acne Cleaning Gel này oke phết, kiểu nhẹ nhàng, không rít, mà da cũng không bị nhờn hay mụn nữa. Okela lắm lun",8/11/2020,23:07,5,422206537,phết không_bị nhờn khô,1
13549,817,"sản phẩm tốt, giúp hết mụn ẩn",20/02/2020,12:43,5,100230059,giúp,1
13550,2927,"mặt nạ nhiều tinh chất, tiếc tinh chất nên tui thoa tinh chất dư lên mặt trước r mới đắp mặt nạ lên. dùng thường thì thấy cấp ẩm cho da tốt nha, da tui bị mụn nội tiết, trộm vía đắp em này dịu dịu",29/04/2024,23:25,5,422207149,mặt_nạ tiếc_chất chất_dư đắp mặt_nạ mụn nội_tiết dịu dịu,1
13551,2340,"S ử dụng dễ dàng ,rất thoải mái, thư giãn tột độ",2/5/2023,10:56,5,308500037,dễ_dàng thoải_mái,1
13552,3545,rất hài lòng nha sạch da lắn mình da dầu mà ưng lắm,3/9/2024,11:38,5,222600052,hài_lòng sạch lắn ưng,1
13553,1999,"trộm vía t dùng sang chai thứ 2 rồi k bị mụn hay bí da. kcn này chất hông quá lỏng, nâng tone da nhẹ nhàng, phù hợp làm lớp lót để trang điểm luôn",26/11/2022,10:33,5,422207413,không_bị mụn khô bí chống nâng lót,1
13554,908,Sản phẩm dùng tốt,12/4/2023,21:11,5,422204795,,1
13555,388,"toner có mùi cồn nhưng mình dùng lại khá ok, mình thuộc da dầu",21/11/2023,9:42,4,204100024,,1
13556,376,"Mình da dầu nhưng xài loại cho da dầu thì vẫn kh hợp, như xài mấy srm khác. Nhưng xài loại màu xanh lá cho da khô thì siêu hợp, rửa xong mặt sạch mà vẫn giữ dc độ ẩm trên mặt. Siêu thích luôn",20/08/2024,8:30,5,422208974,xài không_hợp xài rửa xài khô siêu_hợp rửa sạch độ_ẩm,1
13557,556,"Đặt khuya hôm qua tới 9h sáng hôm nay có , tem nhãn niêm yết đàng hoàng",18/11/2021,11:47,5,204900013,,1
13558,1973,em da khô và thường xuyên hoạt động ngoài trời thì nên mua kcn màu nào ạ,6/3/2024,18:33,5,249500019,khô hoạt_động chống,1
13559,803,"rất thích cách phụ vụ bên HASAKI gói hàng cẩn thận, mua rất nhiều lần bên HASAKI rồi nhưng chưa lần nào để mk thấy thất vọng mua trên HASAKI giá hời nhưng hàng luôn luôn chính Hãng",11/9/2020,13:27,5,100230057,phụ_vụ gói cẩn_thận hời,1
13560,2010,"Mùi hoa hồng rất thơm, thấm nhanh, tiệp vào da, lớp nền cuối cùng là lỳ + bóng. Sản phẩm này không nâng tông và để lại lớp nền trắng hồng như loại Tone up essence màu hồng + xanh dương đậm. Không gây mụn",21/11/2022,10:30,5,422207413,thơm thấm tiệp trắng hồng đậm,1
13561,604,"da mình dầu khó thấm mỹ phẩm, KCN lên da nâng tone nhiều, dễ tạo vệt nhất là khi mồ hôi ra thấm loang lỗ ngay, mùi hương khá nồng, lên da mịn, kiềm dầu. Do lỡ mua rồi nên chỉ bôi một lớp rất mỏng và bôi thêm KCN khác không nâng tone cũng khá ổn và đỡ phí.",20/01/2023,9:06,3,422212100,thấm mỹ_phẩm chống nâng thấm_lỗ nồng lỡ bôi mỏng bôi chống ổn đỡ,0
13562,773,"tẩy trang thì chưa sài nên chưa biết như nào, nhưng mà thấy check mã vạch oce hết nên vẫn vote 4 sao tẩy tbc thì dùng nhiều ròi, xuất sắc luôn ý",13/11/2021,16:59,4,100230056,sài kiểm_mã oce bỏ_phiếu tẩy tbc xuất_sắc,1
13563,3275,"Cấp ẩm ok, lần đầu thì hơi nóng nhưng sau thì quen dần, đắp chủ yếu để da căng bóng, sáng hôm sau da căng bóng thật nha",9/4/2023,11:00,5,422206102,nóng dập tắt căng,1
13564,1641,"Đắp lên mặt mát lắm, siêu nhìu dưỡng chất, mùi khá dễ chịu nữa. Đắp xong thấy mặt mình nó thoải mái gì đâu lun, để qua đêm, sáng rửa lại với nước là da láng mịn, siêu ưng",4/6/2024,23:28,5,422207149,đắp mát dễ_chịu đắp thoải_mái rửa,1
13565,2078,"Sản phẩm có bao bì đẹp, về công dụng nâng tông không quá rõ nhưng chất kem dễ tán, thấm nhanh , mùi dễ chịu. Mình sẽ mua lại sản phẩm này. Tuy nhiên hơi rít chút xíu thôi, mình da khô nên xài hợp. Mình nghĩ sản phẩm này không hợp với da dầu.",25/06/2019,21:07,4,422207413,đẹp nâng không_quá tán thấm_chóng rít khô xài không_hợp,1
13566,1332,tẩy da chết body và mặt đều rất ổn thơm,17/11/2023,20:14,5,422207812,chết thân_hình ổn thơm,1
13567,2731,"E cần pass lại giá 250k, do da mình không hợp chỉ mới xài 3 lần, mua tại Hasaki freeship HCM Sđt 0919288210",13/03/2023,18:15,5,248700035,không_hợp xài freeship,1
13568,2404,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",27/04/2023,12:54,5,422205164,dễ_dàng thoải_mái,1
13569,297,"Không màu , Không mùi , Không gây nhờn rít sau khi tẩy xong tuy nhiên vẫn cần rửa sạch bằng sữa rửa mặt và em này tẩy rất sạch lớp kem chống nắng , chì kẻ mày , son velvet tint , .. chứ makeup đậm thì không đủ đô",17/03/2021,14:24,5,422206648,không_mùi rít rửa sạch rửa sạch chống đậm,1
13570,323,mình mua chai tẩy trang tại Hasaki check mã vạch sao tên cty chỉ toàn chữ Trung Quốc ko vậy? hàng có chuẩn thương hiệu Loreal SX ko,17/09/2020,11:54,3,422204259,vạch thương_hiệu,0
13571,634,Mùi cực thơm lun vs rất dễ chịu vs dảm mụn,20/11/2023,12:19,5,100220010,cực_thơm dễ_chịu,1
13572,2465,"mặt nạ thật sự chất lượng, mình sử dụng loại đỏ, đắp xong sờ da căng mịn rất thích không cần rửa lại vs nước, dịu nhẹ, mùi hương cũng nhẹ. Sẽ sử dụng tiếp để kiểm chứng hiệu quả se khít lcl",22/06/2019,23:28,5,422205163,đỏ đắp không_cần_rửa dịu nhẹ nhẹ tiếp kiểm_chứng khít,1
13573,632,Mình mua để sử dụng cho ban ngày + kem chống nắng thôi là đã đủ tốt lắm rồi. Da thường nên hợp sản phẩm này lắm!,27/02/2021,13:09,5,224100004,cấm chống,1
13574,678,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",1/5/2023,14:18,5,308500037,dễ_dàng thoải_mái,1
13575,2383,Sử dụng dễ dàng .rất thoải mái .thư giãn tột độ,29/04/2023,12:10,5,422202253,dễ_dàng thoải_mái,1
13576,1261,Mình muốn pass lại. Do mua nhầm. 100k Kb zalo 0388777041,11/3/2023,14:15,5,206400019,nhầm kết,1
13577,2530,"Sản phẩm tốt, sạch nhờn và cả mascara. Dịu da sau khi sửa mặt. ưng",21/03/2021,10:12,5,204100054,sạch nhờn dịu sửa,1
13578,2440,Giảm mụn và da sáng rõ rệt. Đã dùng đến hộp thứ 2,6/10/2020,7:49,5,308500013,,1
13579,786,"Lúc trước nghĩ da mh dầu mụn ẩn nhiều nên không trang điểm nên cũng không cần sài tẩy trang.. nhưng thấy m b review nên mua sài thử mỗi tối. Thấy da sạch lên tầm cao mới, giảm nhờn rít khá tốt.da khoẻ, là bước k thể thiếu nếu muốn skincare",30/06/2021,16:38,5,200400004,dầu mụn_ẩn không_điểm sài thử sạch tốt_khỏe skincare,1
13580,2729,"Ai ko muốn nâng tone chọn e này được nha, phù hợp cho da dầu mụn, thấm nhanh, kiềm dầu tốt, lâu trôi nữa",11/4/2023,5:37,5,248700035,nâng mụn thấm trôi,1
13581,241,làm sạch khá ổn. không có gây đổ dầu,16/10/2021,23:03,4,422211446,sạch ổn đổ,1
13582,139,"Sau 1 tuần sử dụng thì mình thấy khá ưng ý với sản phẩm của Cocoon. Nước tẩy trang rất dịu nhẹ, chỉ cần dùng 3 cái bông tẩy trang là cảm giác đã sạch, mùi hơi giống mùi chanh. Kem chống nắng hơi vón, nhẹ mặt, không mùi. Nói chung là mua theo combo này thì thấy hợp lý",12/9/2023,14:58,4,422214044,ưng_ý dịu nhẹ sạch chống vón nhẹ,1
13583,2069,"chống nắng ổn, hiệu chỉnh màu da tốt, da mình sài không có đổ dầu nhìu, siêu ráo luôn íii",12/5/2021,20:08,5,422203145,chống chỉnh_màu sài đổ siêu_ráo,1
13584,1108,"Da mình xài thấy kiềm dầu rất ok, chất kem thấm nhanh mỏng nhẹ",26/01/2022,20:58,5,422207283,xài chất mỏng nhẹ,1
13585,89,da dầu như mình xài êm.thành phần dịu nhẹ,8/6/2021,19:12,5,318900012,xài dịu nhẹ,1
13586,2540,"Bàn skincare ở nhà toàn chai Eucerin, chai srm Pro Acne này mình mua là lần thứ 4 nên không phải nói nhiều về chất lượng nữa. Da mình thuộc loại dầu mụn nên sẽ chọn những loại srm dịu nhẹ và lành tính.",14/11/2020,21:19,5,204100019,skincare eucerin sữa_rửa mụn rửa dịu nhẹ,1
13587,1377,"mặt nạ này lạ nhất mình từng dùng, có 2 cái quai để móc lên tai, bên dưới còn có 1 lớp để đắp cằm nữa. Đắp xong da cũng khá mềm mại.",17/10/2024,19:39,5,308500004,lạ móc đắp đắp mềm_mại,1
13588,2503,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn.",2/5/2023,16:55,5,204100054,ổn,1
13589,2374,"Sản phẩm tốt, thư giãn",29/04/2023,18:05,5,308500037,,1
13590,1191,ok lắm mặt nạ mỏng ôm khít vào mặt da mình đang bị kích ứng bong tróc mà đắp vào nó the the mát mát ko bị rát như bnbg,10/8/2024,0:20,5,422218098,đồng_ý mỏng ôm khít kích_ứng tróc đắp không_bị rát,1
13591,15,ghi tặng bông tẩy trang mà nhận hàng ko thấy :))),19/11/2023,9:59,4,318900012,tặng,1
13592,354,"Giá thành hợp lý, làm sạch rất nhanh, sản phẩm dùng dễ chịu",4/8/2019,20:33,5,422208807,sạch sản_phẩm,1
13593,1513,"Hoàn toàn thất vọng, chất lượng không đạt yêu cầu.",17/11/2020,13:32,1,422211276,thất_vọng,0
13595,1806,Shop ban hang ok,8/12/2016,7:54,5,204000059,cấm đồng_ý,1
13596,657,Thấy không có tặng bông tẩy trang nhỉ,12/10/2023,8:25,4,200400004,tặng tẩy,1
13597,1681,"mua lúc đang sale giá còn 313k, tìm mãi mới có e kem dưỡng hợp, nhẹ mặt cực kì, nhưng vào mùa lạnh hay những bạn da kho quá nên dùng thêm kem dưỡng ẩm khác nứaex dưỡng ẩm tốt hơn",20/07/2021,11:32,5,318900005,giảm_giá giá nhẹ_mặt cực_kì lạnh khô ẩm,1
13598,43,Sp tốt k bàn cãi j rồi..da mk đang khô nên tậu e này về liền,20/12/2022,12:02,5,318900011,cãi khô,1
13599,1499,Fjfjfigfh,21/09/2018,9:58,5,422210980,,1
13600,2454,Đắp mask sau một đêm da mịn với mụn lặn hết,9/3/2020,21:10,5,308500037,đắp mặt_nạ mịn lặn,1
13601,384,"Da mình siêu nhạy cảm, dùng con này quá êm sạch mà ko bị khô",29/10/2023,9:51,5,422208975,siêu nhạy_cảm êm_sạch không_bị khô,1
13602,1107,sản phẩm tốt nhưng mong ad tặng quà sản phẩm khác như bông tẩy trang chẳng hạn chứ tặng son thì không cần thiết lắm do mình không dùng,21/12/2022,21:35,5,422204884,quản_trị_viên tặng tặng không_cần_thiết,1
13603,745,Ổn,3/8/2024,15:36,5,100240016,ổn,1
13604,2440,Giảm mụn và da sáng rõ rệt. Đã dùng đến hộp thứ 2,6/10/2020,7:49,5,308500009,,1
13605,2534,"Ngồi văn phòng suốt ngày làm da mình hay bị khô.Nên cũng được chị em trong công ty giới thiệu xài xịt khoáng này thử,khá hài lòng. Giá cả hợp lí. Da hết khô và tươi khỏe lên luôn",15/11/2020,16:07,5,204100079,văn_phòng suốt khô khô trọng_công xài thử hài_lòng khô tươi_khỏe,1
13606,357,"Cực kì thích loại này, ko cồn, mùi rất nhẹ, khả năng tẩy trang tốt khi chỉ sử dụng kem chống nắng hoặc vệ sinh da mặt sau khi đi ngoài đường về, mình khuyên các bạn da dầu nên dùng hihi",13/06/2019,18:34,5,422204259,không_cồn nhẹ chống vệ_mặt đi khuyên,1
13607,3582,"Đắp mặt nạ xong da được cấp thêm nước, có độ ẩm nhất định, đặc biệt mặt nạ có thể làm dịu mụn sưng, và gom nhân mụn lại. Dưỡng chất thẩm thấu nhanh.",14/05/2022,22:38,5,358700005,đắp mặt_nạ dịu mụn nhân_mụn,1
13608,1807,này dùng mướt rượt luôn nhưng ko kềm dầu nên da dầu thì nó hơi loáng khi apply vào.,28/10/2024,15:18,5,422218132,rượt loáng apply,1
13609,85,Mới nhận mùi dễ chịu Phải dùng thử mới đánh giá đc giao hàng nhanh,28/06/2021,12:39,4,318900012,thử,1
13610,297,Mình xài qua loại màu xanh dương rồi tuy bông nhiều hơn nhưng chắc chắn không mềm mại bằng em này đâu và quan trọng là không để lại xơ bông trên mặt và chùi mạnh cũng không bị rát,11/4/2021,12:20,5,100230070,xài quân_trọng xơ_bông chùi không_bị rát,1
13611,831,"Giá rẻ, hiệu quả khi xài gần hết. Nói chung ok ❤️",3/3/2022,22:36,4,371600006,rẻ hiệu_quả xài yêu,1
13612,2749,"Gel thâm nhanh , âm mịn, rất thích giá vừa tui tiên dung dc rất lâu",27/07/2022,17:49,5,248700003,âm_mịn thích_giá tiên_phân,1
13613,667,Mình rất thích HASAKI và sản phẩm tẩy trang này,4/5/2023,19:37,5,200400004,hasaki,1
13614,2182,"Xai tot , da co trang len .",13/06/2020,9:15,5,224100019,,1
13615,1229,"Bông dùng êm, hong bị khó chịu ạ",13/07/2024,20:26,5,422212331,khó_chịu,1
13616,316,"mình đã dùng khá nhiều chai cho loại này không có gì để bàn cãi, giá rẻ, nên mua . 5 sao",3/11/2020,10:53,5,205100136,bàn_cãi rẻ,1
13617,249,đoang gói cẩn thận. mua tại hasaki thì không phải lo về chất lượng ròi. cảm ơn shop,26/08/2021,20:40,5,422206648,gói,1
13618,3938,"mình da dầu nhiều dùng được một thời gian rồi, cảm giác lên da cứ dính dính, lâu lâu còn bị vón cục, chất kem lúc thoa cảm giác cợn cợn rất khó chịu, không kiềm dầu như mấy bạn hay review, sp của hasaki thì ok, nhưng chắc k hợp với da mình",30/04/2022,12:04,4,201600198,cảm_giác dính_dính vón cảm_giác khó_chịu khô chắc_không_hợp,1
13619,632,Mình mua để sử dụng cho ban ngày + kem chống nắng thôi là đã đủ tốt lắm rồi. Da thường nên hợp sản phẩm này lắm!,27/02/2021,13:09,5,422214134,cấm chống,1
13620,1182,"Đánh giá theo cảm quan cá nhân Ưu điểm: +Giá thành hợp lý, thường xuyên có sale +Kết cấu mỏng nhẹ, dễ tán, không mùi +Nâng tone nhẹ nhàng nếu thoa lượng vừa phải +Kiềm dầu tốt (tầm 9-10t sau mới có hiện tượng đổ dầu hai bên cánh mũi) +Bảng thành phần khá an toàn nhưng do da mình rất nhạy cảm nên có 1 số ít lần bị ngứa hai bên viền mặt Nhược điểm: +Da ai không tẩy tbc thường xuyên, khi thoa sẽ lợn cợn +Đổ mồ hôi sẽ có vệt loang +Xuống tone sau khoản 4t +Khi thoa phải kết hợp vỗ nhẹ mới nhanh thấm",5/4/2022,10:07,4,249500028,cảm_quân ưu_điểm hợp_lý mỏng nhẹ tán nâng đổ thành_phần nhạy_cảm ngứa_hải nhược_điểm thường_xuyên cợn đổ vệt kết_hợp chóng thấm,1
